Date,Title,Price,Shipping,Condition,Link,Location,Seller,Feedback,FBScore
2020-03-06 06:26:00,Nintendo Switch 32GB Console Tablet ONLY with Mario Kart 8 Deluxe and Dark souls,170.74,16.1,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-32GB-Console-Tablet-ONLY-with-Mario-Kart-8-Deluxe-and-Dark-souls/392713061906?hash=item5b6f85c612:g:MKQAAOSweNVeXwpw,"['Scarborough', 'Ontario', 'Canada']", surplusretro,19.0,100.0
2020-03-06 01:47:00,*Pre-order* Nintendo Switch Animal Crossing New Horizon Console Limited Edition ,429.99,0.0,Brand New,https://www.ebay.com/itm/Pre-order-Nintendo-Switch-Animal-Crossing-New-Horizon-Console-Limited-Edition/174211563298?hash=item288fd17f22:g:79wAAOSw8zNeYT~H,"['Sacramento', 'California', 'United States']", ghoison,218.0,100.0
2020-03-06 00:27:00,Nintendo Switch Animal Crossing: New Horizons Edition *CONFIRMED PREORDER*,415.0,12.25,Brand New,https://www.ebay.com/itm/Nintendo-Switch-Animal-Crossing-New-Horizons-Edition-CONFIRMED-PREORDER/193371143184?hash=item2d05d17c10:g:HpkAAOSwm8ZeQ6oS,"['Yorba Linda', 'California', 'United States']", gamcha_7431,0.0,100.0
2020-03-05 21:16:00,Animal Crossing New Horizons Special Edition Nintendo Switch Console PREORDER,429.99,18.95,Brand New,https://www.ebay.com/itm/Animal-Crossing-New-Horizons-Special-Edition-Nintendo-Switch-Console-PREORDER-/274295216921?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Murrieta', 'California', 'United States']", whykevinwhy,74.0,100.0
2020-03-05 17:54:00,Nintendo Switch 32GB Gray Console with Neon Red and Neon Blue Joy-Con,239.99,0.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-32GB-Gray-Console-with-Neon-Red-and-Neon-Blue-Joy-Con-/283805671118?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Broadway', 'Virginia', 'United States']", jillpickle7707,187.0,100.0
2020-03-05 17:06:00,"Nintendo Switch (HAC-001) 32GB, Blue & Red Joycons, Video Gaming Console AS IS",182.5,10.0,Parts Only,https://www.ebay.com/itm/Nintendo-Switch-HAC-001-32GB-Blue-Red-Joycons-Video-Gaming-Console-AS-IS-/274289051084?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Roseville', 'Michigan', 'United States']", motorcitypawn,41127.0,99.9
2020-03-05 16:31:00,nintendo switch 32 gb console bundle,200.0,14.95,Pre-Owned,https://www.ebay.com/itm/nintendo-switch-32-gb-console-bundle/254515684695?hash=item3b42512557:g:R9EAAOSwbjpeHewc,"['Gainesville', 'Florida', 'United States']", slickrick31,269.0,100.0
2020-03-05 15:02:00,Nintendo Switch Animal Crossing™: New Horizons Edition **CONFIRMED PREORDER**,435.0,0.0,Brand New,https://www.ebay.com/itm/Nintendo-Switch-Animal-Crossing-New-Horizons-Edition-CONFIRMED-PREORDER/124082780791?hash=item1ce3e8fa77:g:Iq8AAOSwjzdeRbsh,"['Fayetteville', 'Arkansas', 'United States']", jopr175,237.0,100.0
2020-03-05 12:35:00,Animal Crossing: New Horizons – Nintendo Switch + Journal Bundle TARGET PREORDER,86.0,0.0,Brand New,https://www.ebay.com/itm/Animal-Crossing-New-Horizons-Nintendo-Switch-Journal-Bundle-TARGET-PREORDER/264649556043?hash=item3d9e57c04b:g:oTwAAOSwhaZeWCY2,"['Fairfax', 'Virginia', 'United States']", gaming-discounts,2.0,100.0
2020-03-05 12:34:00,Animal Crossing: New Horizons – Nintendo Switch + Journal Bundle TARGET PREORDER,74.0,0.0,Brand New,https://www.ebay.com/itm/Animal-Crossing-New-Horizons-Nintendo-Switch-Journal-Bundle-TARGET-PREORDER/264649555579?hash=item3d9e57be7b:g:oTwAAOSwhaZeWCY2,"['Fairfax', 'Virginia', 'United States']", gaming-discounts,2.0,100.0
2020-03-05 12:19:00,Nintendo Switch 32gb Neon Red and Neon Blue Joy-Con Console - Tested ,242.99,0.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-32gb-Neon-Red-and-Neon-Blue-Joy-Con-Console-Tested-/223937424000?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"[' Maryland', 'STATE', 'United States']", johnjohn28,39.0,100.0
2020-03-05 11:11:00,Nintendo Switch 32GB Console Tablet Only No Joy-Cons/Dock Won't Power On AS-IS,99.99,0.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-32GB-Console-Tablet-Only-No-Joy-Cons-Dock-Wont-Power-On-AS-IS/184196739491?hash=item2ae2fb31a3:g:7vYAAOSwi-BeXtgZ,"['Lancaster', 'Pennsylvania', 'United States']", justpressplayonline,12704.0,100.0
